Province,City,District,Sub-District,Street,Sqm,Rooms,Floor,Year Built,Price,Price per SqM
Viljandimaa,Viljandi,,,Pärnu mnt 19,55.9,3,1/2,,55000,984
Harjumaa,Tallinn,Kesklinn,Kassisaba,Madara tn 13,20,1,3/3,1933,79500,3975
Tartumaa,Tartu,Ülejõe,,Mäe 29,37,2,2/2,1977,75000,2027
Pärnumaa,Pärnu,Kesklinn,,Riia mnt 115,76.5,3,1/2,,119000,1556
Harjumaa,Lääne-Harju vald,Paldiski linn,,Rae tn 54,37.2,2,2/5,1986,37000,995
Tartumaa,Tartu,Tartu linn,Raadi-Kruusamäe,Vahi tn 11/1-12,84.9,4,1/3,2025,263190,3100
Harjumaa,Tallinn,Kristiine,,Tulika tn 66,29.8,1,1/5,1970,115000,3859
Harjumaa,Tallinn,Lasnamäe,,Raadiku tn 2,64.8,3,9/9,1983,135000,2083
Pärnumaa,Lääneranna vald,Lihula linn,,Tallinna mnt 1,63.3,4,2/3,1973,38800,613
Harjumaa,Tallinn,Põhja-Tallinn,PELGULINN,Sõle tn 27e,81,3,1/5,2003,239500,2957
Ida-Virumaa,Jõhvi vald,Jõhvi linn,,Narva mnt 48,71.4,3,2/2,,35000,490
Harjumaa,Tallinn,Põhja-Tallinn,,Tööstuse tn 89,44.3,2,3/5,1964,108000,2438
Harjumaa,Tallinn,Lasnamäe,,Pae tn 35,44,2,3/5,1987,125000,2841
Tartumaa,Tartu,Tartu linn,Ülejõe,Kalda tee 8,37,2,3/5,1973,125000,3378
Tartumaa,Tartu,Tartu linn,Vaksali,Tiigi tn 82,23.4,1,1/2,,68500,2927
Harjumaa,Tallinn,Põhja-Tallinn,Kopli/Kalamaja,Sepa 24-20,94,3,4/4,2019,489000,5202
Harjumaa,Tallinn,Põhja-Tallinn,Telliskivi,Kopli tn 2-4,48.6,2,2/5,2025,295000,6070
Tartumaa,Tartu,Raadi-Kruusamäe,,Kalevipoja tn 1-10,73.8,2,2/3,2025,168900,2289
Harjumaa,Tallinn,Kesklinn,Kadriorg,C. R. Jakobsoni tn 6,57.3,3,2/3,1940,228900,3995
Pärnumaa,Pärnu,Pärnu linn,,Oja 134,92,5,2/3,1999,134500,1462
Harjumaa,Viimsi vald,Haabneeme,,Kivila tee 2-33,78.4,3,3/4,2024,434900,5547
Harjumaa,Tallinn,Põhja-Tallinn,,Liinivahe tn 9-17,51.9,2,1/4,2023,202500,3902
Harjumaa,Tallinn,Mustamäe,,Kuldnoka 1,28,1,,,70000,2500
Harjumaa,Tallinn,Põhja-Tallinn,Kalamaja,Uus-Volta 10/3-9,84.3,3,2/5,2025,449900,5337
Harjumaa,Tallinn,Haabersti,,Tasandi 5-38,40,2,7/8,2023,169990,4250
Tartumaa,Tartu,Tartu linn,Raadi-Kruusamäe,Kukerpuu tn 1-11,60.8,3,2/3,2024,167000,2747
Raplamaa,Kohila vald,Kohila,,Tööstuse tn 29,69.8,3,1/4,1990,99000,1418
Raplamaa,Märjamaa vald,Märjamaa,,Pargi tn 1a,44.6,2,2/2,,53000,1188
Pärnumaa,Pärnu,Pärnu linn,Mai,Mai tn 79-1,57.4,2,1/3,2024,190000,3310
Harjumaa,Lääne-Harju vald,Paldiski linn,,Rae 13,47,2,1/5,1961,65700,1398
Pärnumaa,Pärnu,Pärnu linn,Mai,Papiniidu tn 60-4,70.1,3,2/3,2025,200000,2853
Pärnumaa,Pärnu,Kesklinn,Vanasadama kvartal,Kalda 4,33.9,1,2/5,2025,160000,4720
Harjumaa,Tallinn,Kristiine,,Vesipapi tn 4,33,1,,2023,169900,5148
Ida-Virumaa,Narva,,,Rahu tn 28a,52,2,5/5,1988,38000,731
Harjumaa,Tallinn,Haabersti,Kodulahe,Soodi tn 6/2-30,99.3,4,4/4,2025,499000,5025
Tartumaa,Tartu,Tartu linn,Annelinn,Jaama tn 177,64.5,3,7/9,1986,124000,1922
Harjumaa,Tallinn,Põhja-Tallinn,Telliskivi,Kopli tn 2-10,80,4,4/5,2025,675000,8438
Läänemaa,Haapsalu,Haapsalu linn,,Endla 2b,57.5,3,2/3,1972,110000,1913
Harjumaa,Rae vald,Rae,Rae küla,Graniidi tee 23/4-20,63.9,3,1/3,2024,216900,3394
Harjumaa,Tallinn,Mustamäe,,Sütiste tee 10,61.1,3,4/5,1964,174500,2856
Harjumaa,Tallinn,Kesklinn,,Võistluse 6/3,108.2,5,14/14,2020,665213,6148
Harjumaa,Tallinn,Lasnamäe,,Meeliku tn 23,44.2,2,8/8,2011,150000,3394
Järvamaa,Paide,Paide linn,,Aasa 7,50.3,3,2/3,1977,49000,974
Lääne-Virumaa,Tapa vald,Tamsalu linn,,Ääsi 15,46.5,2,1/5,,25000,538
Harjumaa,Tallinn,Kristiine,Löwenruh,Vesipapi tn 8-17,36,1,2/13,2024,130000,3611
Harjumaa,Tallinn,Põhja-Tallinn,Kalamaja,Köie tn 1b/1,105.9,4,2/3,,350000,3305
Harjumaa,Tallinn,Mustamäe,,Mustamäe tee 102,43.5,2,5/5,1967,92998,2138
Harjumaa,Tallinn,Põhja-Tallinn,,Liinivahe tn 5-20,86.1,4,2/4,2023,333300,3871
Tartumaa,Tartu,Tartu linn,Kesklinn,Aleksandri 32/1-11,91.2,3,2/3,2023,350000,3838
Tartumaa,Tartu,Kesklinn,,Lai tn 29,26,1,3/4,1938,138000,5308
Harjumaa,Tallinn,Pirita,,Padriku tee 5/3,65.1,2,2/4,2006,171500,2634
Harjumaa,Tallinn,Haabersti,Rocca Al Mare,Päevalille tn 15,95.6,3,16/16,1982,220000,2301
Tartumaa,Tartu,Tartu linn,Kesklinn,Kastani tn 83-2,86.8,3,1/2,2024,299000,3445
Harjumaa,Tallinn,Kesklinn,,Alevi tn 3-6,46.6,2,4/12,2025,214900,4612
Harjumaa,Tallinn,Kesklinn,Kitseküla,Madli tn 1-54,45.6,2,2/2,2024,218100,4783
Ida-Virumaa,Kohtla-Järve,Oru,,Kesk tn 14,37.2,1,3/3,1959,4300,116
Ida-Virumaa,Sillamäe,,,Viru pst. 4,40,2,4/5,1963,16900,423
Harjumaa,Maardu,,,Kütte tn 10,80.8,3,2/2,1954,154000,1906
Harjumaa,Tallinn,Haabersti,Pikaliiva,Pikaliiva tn 9-25,46,2,3/4,2024,190990,4152
Tartumaa,Tartu,Tartu linn,Jaamamõisa,Põhja pst 17,31.4,1,5/5,1995,54500,1736
Harjumaa,Tallinn,Kesklinn,Kassisaba,Kapi 1,30.9,1,,,79900,2586
Harjumaa,Tallinn,Mustamäe,,Kadaka tee 145,51,3,6/8,2018,195000,3824
Harjumaa,Tallinn,Kesklinn,Maakri,Maakri tn 36,54.4,3,11/19,2003,265000,4871
Tartumaa,Tartu,Tartu linn,Annelinn,Mõisavahe 23,63,3,5/5,1981,120000,1905
Harjumaa,Tallinn,Haabersti,,Jalami 6/2-29,41.2,2,2/4,,158900,3857
Harjumaa,Tallinn,Kesklinn,,Pirita tee 20/4-39,51,2,3/5,2025,289000,5667
Harjumaa,Tallinn,Lasnamäe,Loo alevik,Saha tee 8-26,55.4,3,5/8,2026,191600,3458
Ida-Virumaa,Narva,Kerese,,Võidu prospekt 11,28.3,1,4/5,1965,17500,618
Pärnumaa,Pärnu,Rannarajoon,,Ringi 60-44,52.3,2,5/6,2019,249900,4778
Pärnumaa,Tori vald,Sauga,,Siisikese tn 4,63.4,4,2/3,1975,99000,1562
Harjumaa,Tallinn,Haabersti,Vikimõisa,Volmre tn 23,45.6,2,2/3,2023,196000,4298
Harjumaa,Tallinn,Kesklinn,,Pagari tn 1,74.5,3,1/5,1912,525000,7047
Ida-Virumaa,Narva-Jõesuu,Narva-Jõesuu linn,,Kudruküla tn 3,57.4,4,1/3,1973,85000,1481
Tartumaa,Tartu,Tartu linn,Jaamamõisa,Lääne 11,37.8,2,5/5,,73000,1931
Harjumaa,Tallinn,Kesklinn,Kitseküla,Madli tn 1-49,45.6,2,1/2,2024,211900,4647
Tartumaa,Tartu,Tartu linn,Kesklinn,Aleksandri tn 32/1-16,63.4,3,2/3,2023,250000,3943
Harjumaa,Tallinn,Haabersti,Kodulahe,Soodi tn 6/1-3,80.3,3,2/5,2025,369000,4595
Lääne-Virumaa,Rakvere,,,Mõisavälja 6,66.3,3,3/3,2017,127000,1916
Harjumaa,Harku vald,Rannamõisa,,Andruse põik 2,131.4,4,2/3,2006,289000,2199
Harjumaa,Tallinn,Haabersti,KENA KODUKE SULLE!,Veerise tn 22,73.5,3,2/3,2008,175000,2381
Harjumaa,Tallinn,Põhja-Tallinn,Noblessner,Peetri tn 7,28.4,1,2/3,2020,119900,4222
Harjumaa,Harku vald,Tabasalu,,Kase tn 8,61.4,3,3/3,1973,139000,2264
Ida-Virumaa,Sillamäe,,,J. Gagarini tn 19,38,2,4/5,1972,8800,232
Harjumaa,Tallinn,Põhja-Tallinn,PELGURAND,Kolde pst 84,60.8,3,2/5,1972,160000,2632
Harjumaa,Tallinn,Kesklinn,,Pirita tee 20/4-19,65.1,2,5/6,2025,383000,5883
Harjumaa,Tallinn,Haabersti,,Tasandi tn 5,40.5,2,5/8,2023,169900,4195
Läänemaa,Haapsalu,Haapsalu linn,,Kastani 12,60.3,3,4/5,1986,75000,1244
Tartumaa,Tartu,Tartu linn,Raadi-Kruusamäe,Raadiraja tn 12-22,69.9,3,3/4,2025,197900,2831
Läänemaa,Haapsalu,Haapsalu linn,,Mulla 14,66.8,3,2/5,1975,82000,1228
Harjumaa,Tallinn,Lasnamäe,,Sinimäe tn 1-19,42.6,2,5/10,2023,135000,3169
Ida-Virumaa,Sillamäe,,,J. Gagarini tn 11a,31.9,1,1/5,1984,12000,376
Harjumaa,Lääne-Harju vald,Paldiski linn,,Rae tn 21,46.6,2,1/5,1987,69000,1481
Harjumaa,Tallinn,Lasnamäe,,K. Kärberi tn 3,53.2,3,5/5,1984,157700,2964
Harjumaa,Viimsi vald,Tammneeme,,Randvere tee 101,63.1,3,,1957,171990,2726
Harjumaa,Anija vald,Kehra linn,,Kose mnt 16,77.9,4,2/2,1955,95000,1220
Harjumaa,Tallinn,Kesklinn,,Lüüsi tn 2-8,75.9,3,2/6,2024,349000,4598
Ida-Virumaa,Narva,,,Mõisa tn 2,27.9,1,3/5,1967,22750,815
Harjumaa,Tallinn,Kristiine,Lõvirahu elamurajoon,Meriski tn 4,70.4,3,4/5,2021,275900,3919
Harjumaa,Tallinn,Lasnamäe,,Lasnamäe tn 42,39.6,2,3/4,1952,99000,2500
Harjumaa,Viimsi vald,Laiaküla,,Viieaia tee 28-21,41,2,3/11,2025,121900,2973
Viljandimaa,Mulgi vald,Õisu,,Ringi tn 5,50.7,2,2/3,1992,13500,266
Harjumaa,Tallinn,Kesklinn,Kadriorg,Pirita tee 26,80.2,2,5/9,2015,425000,5299
Harjumaa,Tallinn,Pirita,,Regati pst. 5/1-2,30.6,1,1/3,,159000,5196
Põlvamaa,Räpina vald,Viluste,,Vana tee 15,43.9,2,2/2,1969,16000,364
Harjumaa,Tallinn,Pirita,,Padriku tee 1/4,88.3,3,,,475000,5379
Tartumaa,Tartu,Tartu linn,Kesklinn,Staadioni 65a,61.4,2,2/3,2021,249000,4055
Harjumaa,Tallinn,Lasnamäe,,Liikuri tn 8a,60.9,2,7/7,2006,155900,2560
Ida-Virumaa,Sillamäe,,,Mere pst 4,60.5,2,4/4,1956,56000,926
Valgamaa,Valga vald,Valga linn,,Vabaduse tn 2 // 4,56.4,2,3/3,1972,29900,530
Harjumaa,Tallinn,Põhja-Tallinn,Kalamaja,Uus-Volta 7-12,43.3,2,2/3,2025,229900,5309
Tartumaa,Tartu,Jaamamõisa,,Jaama 111a,118.2,4,1/3,1995,136000,1151
Harjumaa,Jõelähtme vald,Loo alevik,,Saha tee 8-28,38.9,2,5/8,2026,145300,3735
Harjumaa,Tallinn,Kristiine,,Kuldnoka tn 11,59.9,3,3/9,1973,135000,2254
Harjumaa,Tallinn,Haabersti,,Taludevahe 59-13,64.5,3,3/4,2025,255000,3953
Raplamaa,Kehtna vald,Lelle,,Pärnu mnt 12,78.9,4,2/3,1988,69000,875
Harjumaa,Tallinn,Haabersti,,Õismäe tee 133,64.7,3,5/5,1976,139000,2148
Harjumaa,Tallinn,Kesklinn,,Asula tn 14,232.4,10,2/3,1960,541600,2330
Harjumaa,Tallinn,Lasnamäe,Kuristiku,Läänemere tee 17,60,3,4/9,1987,140000,2333
Tartumaa,Tartu,Tartu linn,Raadi-Kruusamäe,Vao 1,59.5,2,3/3,2006,149000,2504
Tartumaa,Tartu,Tartu linn,Karlova,Tähe tn 87,62.8,3,1/2,1920,175000,2787
Harjumaa,Tallinn,Vanalinn,,Pikk jalg 3,88.1,4,4/4,1930,329000,3734
Harjumaa,Saku vald,Saku,,Tallinna mnt 1-17,48.7,2,3/5,2024,185900,3817
Harjumaa,Tallinn,Haabersti,,Rõugu 2/2,80,3,4/4,2016,239900,2999
Pärnumaa,Pärnu,Tammuru,,Luige tee 2,42.8,2,2/2,,28000,654
Harjumaa,Tallinn,Kesklinn,Kitseküla,Madli tn 1-17,73.1,3,4/4,2024,388600,5316
Harjumaa,Rae vald,Peetri,,Järvepõllu tee 7-2,110.4,4,1/2,2024,330000,2989
Harjumaa,Tallinn,Põhja-Tallinn,Pelgulinna,Aarde 9,76.3,4,2/2,1939,290900,3813
Pärnumaa,Pärnu,,,Rohu tn 111,80.1,5,5/5,1985,149000,1860
Tartumaa,Kambja vald,Soinaste,,Kevade tn 13-5,103.3,4,1/2,2024,258900,2506
Läänemaa,Haapsalu,Haapsalu linn,,Tamme tn 19,43.9,2,5/5,1970,59900,1364
Ida-Virumaa,Sillamäe,,,Viru pst 23,49,2,4/5,,12700,259
Harjumaa,Tallinn,Kesklinn,Juhkentali,Võistluse tn 6/1-43,123.9,5,12/14,2020,501795,4050
Harjumaa,Tallinn,Lasnamäe,Sikupilli,Kiive tn 8,79,4,2/2,1950,199000,2519
Ida-Virumaa,Kohtla-Järve,Ahtme,,Estonia pst. 44,48.9,2,2/5,1986,26500,542
Harjumaa,Tallinn,Kesklinn,,Narva mnt 9a-310,24.9,1,3/7,2024,149400,6000
Pärnumaa,Pärnu,Kesklinn,,Liiva tn 9,19.7,1,1/2,,59500,3020
Harjumaa,Tallinn,Mustamäe,Kristiine,Tildri tn 19,60.7,3,2/4,2018,235500,3880
Harjumaa,Tallinn,Lasnamäe,,Lasnamäe tn 28,48.7,3,2/5,1987,143950,2956
Valgamaa,Valga vald,Õru,,Kooli tn 3,71.6,4,2/3,,10000,140
Harjumaa,Tallinn,Haabersti,Pikaliiva,Pikaliiva tn 7-13,66,3,2/4,2023,270990,4106
Harjumaa,Tallinn,Lasnamäe,Kurepõllu,Liikuri tn 5b,48.6,2,1/8,2021,185900,3825
Lääne-Virumaa,Rakvere,,,Laada tn 10,47.3,2,3/5,1966,68000,1438
Harjumaa,Tallinn,Lasnamäe,,Sinimäe tn 1-20,48,2,5/10,2023,150000,3125
Harjumaa,Tallinn,Mustamäe,,Sõpruse pst 228,47.2,2,4/5,1965,124000,2627
Võrumaa,Võru,,,L. Koidula tn 6,59.5,2,2/6,1980,53000,891
Pärnumaa,Pärnu,Rääma,,Oja 69-4,28.5,1,1/6,2024,88900,3119
Harjumaa,Tallinn,Kesklinn,,Kentmanni tn 6,63.8,2,2/13,,399000,6254
Tartumaa,Tartu,Tartu linn,Annelinn,Anne tn 88,45.3,2,4/9,1986,89900,1985
Harjumaa,Tallinn,Pirita,,Lauri tee 33,85,2,1/3,2001,280000,3294
Harjumaa,Tallinn,Pirita,,Masti tn 11,96.5,4,1/2,2024,415000,4301
Harjumaa,Tallinn,,,Lastekodu tn 22,30.4,1,4/5,1983,104900,3451
Tartumaa,Nõo vald,Tõravere,,Observatooriumi 5D,94.6,4,2/2,2023,172900,1828
Harjumaa,Tallinn,Kesklinn,Uus Maailm,Pärnu mnt 76-67,141.6,2,,1963,282917,1998
Ida-Virumaa,Narva,,,A. Puškini tn 21,39.1,2,4/5,1963,21000,537
Harjumaa,Tallinn,Haabersti,,Rehelepa tn 10-1,97.6,5,1/4,2024,279800,2867
Harjumaa,Kuusalu vald,Kiiu,,Mõisa tee 14,43,2,2/2,1968,51000,1186
Harjumaa,Keila,,,Linnamäe tee 6,22,1,2/3,1981,55000,2500
Harjumaa,Tallinn,Lasnamäe,,Mustakivi tee 25,69.5,3,7/12,2018,210000,3022
Läänemaa,Haapsalu,Haapsalu linn,,Tamme 17,46.2,2,1/5,1969,64900,1405
Saaremaa,Saaremaa vald,Kuressaare linn,,Garnisoni 4,62.4,3,1/2,2014,170000,2724
Tartumaa,Tartu,Tartu linn,Ülejõe,Ujula tn 51/1-6,39.3,2,2/4,2025,185000,4707
Pärnumaa,Pärnu,,,Vastla tn 2a,89.8,4,1/2,2022,245000,2728
Harjumaa,Loksa,,,Posti tn 38,62.1,3,2/2,1950,61500,990
Harjumaa,Tallinn,Põhja-Tallinn,,Madala 5,48.4,2,3/5,1983,135000,2789
Harjumaa,Tallinn,Mustamäe,Kadaka,Karsti 5,80.9,3,3/8,2008,209902,2595
Harjumaa,Harku vald,Harku,,Instituudi tee 7,71,4,3/3,2018,229900,3238
Pärnumaa,Pärnu,Rannarajoon,,Nikolai 21,55.5,2,1/2,2004,185000,3333
Ida-Virumaa,Kohtla-Järve,Ahtme,,Maleva tn 10,64,3,8/9,1981,52700,823
Harjumaa,Tallinn,Põhja-Tallinn,UUS HIND.SUPER PAKKUMINE.,Randla tn 14,27,1,4/4,1961,70550,2613
Ida-Virumaa,Kohtla-Järve,Järve,,Tuuslari 6,48.7,2,2/3,,23000,472
Harjumaa,Loksa,,,Posti tn 20-3,44.2,3,1/2,1962,36000,814
Harjumaa,Tallinn,Kesklinn,,Jakobi 17-3,77.3,3,2/5,2025,409000,5291
Tartumaa,Tartu,Tartu linn,Raadi-Kruusamäe,Raadiraja tn 10-20,51.2,3,3/4,2025,167900,3279
Ida-Virumaa,Narva,,,Sepa tn 1,37.6,2,4/4,1961,28000,745
Ida-Virumaa,Narva,,,A. Puškini tn 49,73.2,4,5/9,1985,72800,995
Harjumaa,Tallinn,Lasnamäe,,Meeliku 21/3,79.2,3,3/8,2016,219990,2778
Tartumaa,Tartu,Tartu linn,Jaamamõisa,Lääne tn 14-14,31.3,1,1/4,2024,112990,3610
Tartumaa,Tartu,Tartu linn,Kesklinn,Kroonuaia 37,39.6,2,1/3,,139900,3533
Pärnumaa,Pärnu,Pärnu linn,Mai,Mai 73,69.6,3,1/3,2024,266000,3822
Harjumaa,Tallinn,Lasnamäe,,Sinimäe 1-40,37.9,1,5/10,2023,138000,3641
Harjumaa,Tallinn,Kesklinn,Tallinn-Väike,Türi tn 9/3-94,47.5,2,1/7,2024,208800,4396
Põlvamaa,Räpina vald,Viluste,,Vana tee 15,25.6,1,1/2,1969,11000,430
Harjumaa,Tallinn,Lasnamäe,,Liikuri tn 50,49.3,2,3/9,1989,145000,2941
Harjumaa,Tallinn,Lasnamäe,,Vikerlase tn 15,65.3,3,8/9,1982,129900,1989
Harjumaa,Tallinn,Lasnamäe,,Kivila tn 38,32.6,1,4/9,1984,83000,2546
Viljandimaa,Põhja-Sakala vald,Sürgavere,,Sürgavere tee 20,33.8,1,1/2,1992,12995,384
Tartumaa,Tartu,Tartu linn,Raadi-Kruusamäe,Kummeli tn 20,66.9,3,3/4,2016,165000,2466
Harjumaa,Tallinn,Põhja-Tallinn,,Manufaktuuri tn 7/2-110,45.3,2,3/6,2024,193900,4280
Harjumaa,Tallinn,Lasnamäe,,K. Kärberi tn 60-1,79.5,4,1/9,1985,157000,1975
Ida-Virumaa,Kohtla-Järve,Ahtme,,Puru tee 90,61.9,3,5/5,1987,18000,291
Saaremaa,Saaremaa vald,Kuressaare linn,,Kaare 5,36.3,2,2/3,1960,59000,1625
Harjumaa,Tallinn,Põhja-Tallinn,,Niine tn 7,74.9,3,2/3,2016,369000,4927
Harjumaa,Tallinn,Kesklinn,,Pirita tee 20/4-22,63,2,2/5,2025,335000,5317
Harjumaa,Tallinn,,,Sõpruse pst 192,60.1,4,8/9,1970,166900,2777
Harjumaa,Tallinn,Kesklinn,Kitseküla,Madli tn 1-21,45.6,2,1/2,2024,199400,4373
Harjumaa,Tallinn,Haabersti,,Hanijala tn 9/1-5,58.5,3,2/3,2024,223900,3827
Tartumaa,Tartu,Tartu linn,Supilinn,Piiri 2,31.2,2,1/1,1915,85000,2724
Harjumaa,Harku vald,Tiskre,,Nõmme põik 1-6,79.3,3,2/2,2025,277550,3500
Raplamaa,Rapla vald,Rapla linn,,Mahlamäe 6,47.5,2,4/5,1972,49900,1051
Pärnumaa,Pärnu,Ülejõe,,Kitse 37,67.9,3,1/2,,90000,1325
Tartumaa,Tartu,Tartu linn,Raadi-Kruusamäe,Pärna allee 8,67.2,2,1/3,2013,139900,2082
Pärnumaa,Pärnu,Kesklinn,,Riia mnt 73-5,42,3,2/3,2025,147000,3500
Pärnumaa,Pärnu,Kesklinn,,Vee 6,35.6,2,1/3,,74999,2107
Harjumaa,Tallinn,Põhja-Tallinn,Kalaranna Kvartal,Kalaranna tn 8/5-8,46.8,2,,2024,257000,5491
Harjumaa,Tallinn,Kesklinn,,Veerenni tn 2,36.4,2,3/4,1959,130000,3571
Harjumaa,Maardu,,,Orumetsa tn 7,50.9,2,1/2,1956,88900,1747
Harjumaa,Tallinn,Põhja-Tallinn,,Uus-Maleva tn 7,11.8,1,2/5,1969,44000,3729
Harjumaa,Tallinn,Põhja-Tallinn,,Hundipea 3,57.2,2,2/3,1961,147000,2570
Tartumaa,Tartu,Tartu linn,Annelinn,Kaunase pst 45,33.7,1,4/5,1983,63000,1869
Harjumaa,Tallinn,Kristiine,,Oksa tn 7,70.5,3,1/4,2015,294000,4170
Harjumaa,Tallinn,Põhja-Tallinn,,Kopli tn 86,45.5,2,4/4,1946,123000,2703
Harjumaa,Rae vald,Järveküla,Peetri,Käokella tee 7,138.4,4,0/2,2025,325000,2348
Pärnumaa,Saarde vald,Allikukivi,,Valga mnt 10,55,2,2/2,1939,8500,155
Tartumaa,Kambja vald,Soinaste,,Kevade tn 13-7,131.4,5,1/2,2024,339900,2587
Tartumaa,Tartu,Tartu linn,Raadi-Kruusamäe,Kalevipoja tn 1-6,80.6,3,2/3,2025,189960,2357
Harjumaa,Tallinn,Kesklinn,,Juhkentali tn 13-6,75,3,3/6,2025,367000,4893
Harjumaa,Tallinn,Nõmme,Pääsküla,Külvi tn 11,66.5,2,2/4,1995,169900,2555
Harjumaa,Tallinn,Põhja-Tallinn,,Manufaktuuri tn 5-117,57.4,2,1/5,2026,299000,5209
Raplamaa,Kehtna vald,Järvakandi,,Rahu tn 24,45,2,2/2,,25000,556
Tartumaa,Luunja vald,Rõõmu,,Salu tee,43.7,2,1/2,2005,105000,2403
Harjumaa,Jõelähtme vald,Loo alevik,,Saha tee 8-5,58.1,3,3/8,2026,186500,3210
Jõgevamaa,Jõgeva vald,Siimusti,,Torni tn 4,57.1,3,3/3,1978,24900,436
Jõgevamaa,Jõgeva vald,Jõgeva linn,,Puiestee tn 23,57.3,3,4/4,1971,43000,750
Harjumaa,Tallinn,Mustamäe,,Aiandi 3/4,93.5,3,3/3,2008,380000,4064
Pärnumaa,Pärnu,Pärnu linn,Mai,Mai tn 67-53,67.9,3,3/10,2024,169000,2489
Jõgevamaa,Jõgeva vald,Jõgeva alevik,,Poe tn 5,31.6,1,,1972,25000,791
Harjumaa,Tallinn,Kristiine,,Käbliku tn 1,75.5,3,5/5,2003,259000,3430
Harjumaa,Tallinn,Haabersti,Kakumäe,Merekalju tn 1-6,103.4,3,3/3,2024,489000,4729
Tartumaa,Kambja vald,Soinaste,,Kevade tn 13-6,91.4,4,1/2,2024,254900,2789
Harjumaa,Tallinn,Haabersti,,Merikalju tn 4,70.8,3,1/3,2023,410000,5791
Harjumaa,Tallinn,Lasnamäe,UUS VIIMISTLUS,Mahtra 12,33,2,3/5,1982,104700,3173
Harjumaa,Tallinn,Kesklinn,Vanalinn,Sauna tn 10,55.8,3,1/1,1537,330000,5914
Harjumaa,Harku vald,Tiskre,,Möldre tee 5/2-4,97.4,4,1/2,2023,285000,2926
Raplamaa,Rapla vald,Rapla linn,Kohila,Viigi tn 6/2-2,105.4,5,,2025,284300,2697
Harjumaa,Tallinn,Mustamäe,,Akadeemia tee 68,45.4,2,4/5,1965,113900,2509
Tartumaa,Tartu,Tartu linn,Supilinn,Meloni 33-1,33.7,2,1/2,2023,168000,4985
Ida-Virumaa,Sillamäe,,,Viru pst 20,45.9,2,4/5,1972,12600,275
Pärnumaa,Pärnu,Pärnu linn,Rääma,Rohu 15,41.6,2,1/4,1963,72000,1731
Pärnumaa,Pärnu,Kesklinn,,Vana-Sauga 2-4,47.8,2,1/4,1870,177000,3703
Harjumaa,Anija vald,Lehtmetsa,,Kose mnt 28,53,2,4/4,1976,64000,1208
Harjumaa,Tallinn,Kristiine,Lilleküla,Kotkapoja 2,56.7,2,1/6,2005,189900,3349
Harjumaa,Tallinn,Haabersti,Rocca Towers,Päevalille tn 10,44.4,2,6/16,2024,150000,3378
Ida-Virumaa,Narva,,,Vestervalli tn 11,59,2,1/3,1951,43200,732
Tartumaa,Tartu,Ülejõe,,Staadioni 3,32.3,1,1/4,2024,145000,4489
Harjumaa,Rae vald,Peetri,,Raudkivi tee 12,100.6,4,2/3,2007,280000,2783
Harjumaa,Tallinn,Haabersti,,Järveotsa tee 37,65.5,3,,1978,144900,2212
Harjumaa,Tallinn,Kesklinn,Kadriorg,Tartu mnt 79,51.7,3,1/2,2017,235000,4545
Tartumaa,Tartu,Tartu linn,Karlova,Teguri tn 32-13,23.5,1,3/4,2024,121000,5149
Pärnumaa,Pärnu,Pärnu linn,Rannarajoon,Supeluse tn 21,195.3,6,1/3,1912,772500,3955
Ida-Virumaa,Narva,,,Kreenholmi tn 9,40.3,2,2/5,1962,14900,370
Harjumaa,Tallinn,Haabersti,,Lesta tn 10/1,130.3,5,3/3,2021,565000,4336
Harjumaa,Tallinn,Mustamäe,,Kiili tn 14-3,51.2,2,2/5,2025,225000,4395
Harjumaa,Tallinn,Põhja-Tallinn,,Sõle 7,76.1,4,1/5,1964,125000,1643
Pärnumaa,Häädemeeste vald,Tahkuranna,,Merimäe tee 21,68.2,3,1/1,2008,89000,1305
Ida-Virumaa,Narva,,,Kreenholmi tn 27,47.2,2,2/5,1969,35000,742
Harjumaa,Tallinn,Kesklinn,Butiikmaja vaikses sisehoovis,Toom-Kuninga tn 26/2-3,102.7,4,1/2,2024,415000,4041
Lääne-Virumaa,Tapa vald,Tapa linn,,Üleviste tn 7,46.7,2,,,46500,996
Ida-Virumaa,Toila vald,Voka alevik,,Männiku tn 1-32,27.4,1,3/4,1970,4500,164
Pärnumaa,Pärnu,Pärnu linn,Tammiste,Nurmenuku tn 4/3-3,56.4,2,1/3,2024,160000,2837
Pärnumaa,Pärnu,Rannarajoon,,Tammsaare 24,55.2,3,2/2,2005,133900,2426
Pärnumaa,Pärnu,Pärnu linn,Tammiste,Jaama tn 5-3,23.4,2,1/2,,49000,2094
Pärnumaa,Pärnu,Kesklinn,Vanasadama kvartal,Kalda 4-30,25.1,1,2/5,2025,130000,5179
Harjumaa,Tallinn,Lasnamäe,Laagna keskuse piirkond,Pikri tn 1,76,4,3/9,1981,135000,1776
Harjumaa,Anija vald,Kehra linn,Lehtmetsa,Kose mnt 40,48,2,2/3,1988,86555,1803
Harjumaa,Rae vald,Rae,,Väike-Rae tee 2/13-4,68.8,3,1/3,2024,230900,3356
Harjumaa,Tallinn,Põhja-Tallinn,Stroomi rand,Puhangu tn 87-35,74.8,3,,1996,130000,1738
Valgamaa,Valga vald,Valga linn,,Sepa tn 6,67.9,3,2/2,,9000,133
